Id, Probabilidad
0, 41
1, 84
2, 115
3, 61
4, 28
5, 87
6, 35
7, 57
8, 80
9, 19
10, 16
11, 30
12, 7
13, 21
14, 8
15, 14
16, 26
17, 9
18, 21
19, 36
20, 28
21, 25
22, 28
23, 20
24, 14
25, 31
26, 3
27, 26
28, 13
29, 28
30, 11
31, 6
32, 4
33, 40
34, 20
35, 14
36, 10
37, 28
38, 13
39, 6
40, 19
41, 25
42, 6
43, 14
44, 7
45, 17
46, 31
47, 17
48, 15
49, 17
50, 15
51, 20
52, 9
53, 29
54, 8
55, 6
56, 6
57, 12
58, 17
59, 7
60, 10
61, 17
62, 9
63, 6
64, 15
65, 30
66, 16
67, 5
68, 12
69, 15
70, 10
71, 8
72, 7
73, 7
74, 12
75, 21
76, 5
77, 9
78, 8
79, 8
80, 5
81, 10
82, 6
83, 9
84, 5
85, 34
86, 12
87, 14
88, 4
89, 10
90, 16
91, 7
92, 5
93, 7
94, 8
95, 6
96, 9
97, 14
98, 5
99, 8
100, 15
101, 9
102, 6
103, 7
104, 14
105, 10
106, 13
107, 11
108, 5
109, 14
110, 4
111, 24
112, 8
113, 9
114, 5
115, 3
116, 6
117, 8
118, 7
119, 11
120, 9
121, 8
122, 5
123, 7
124, 5
125, 5
126, 5
127, 15
128, 15
129, 6
130, 9
131, 13
132, 5
133, 13
134, 14
135, 10
136, 10
137, 11
138, 7
139, 6
140, 12
141, 7
142, 5
143, 11
144, 4
145, 10
146, 6
147, 7
148, 12
149, 9
150, 7
151, 7
152, 17
153, 7
154, 6
155, 5
156, 3
157, 7
158, 7
159, 3
160, 8
161, 9
162, 5
163, 12
164, 3
165, 12
166, 7
167, 11
168, 9
169, 4
170, 6
171, 6
172, 3
173, 5
174, 6
175, 6
176, 16
177, 11
178, 6
179, 6
180, 7
181, 5
182, 10
183, 10
184, 4
185, 5
186, 9
187, 7
188, 4
189, 14
190, 4
191, 7
192, 3
193, 8
194, 3
195, 4
196, 4
197, 13
198, 10
199, 4
200, 12
201, 4
202, 9
203, 8
204, 4
205, 7
206, 4
207, 6
208, 7
209, 4
210, 5
211, 5
212, 7
213, 5
214, 6
215, 3
216, 5
217, 7
218, 6
219, 4
220, 10
221, 9
222, 13
223, 6
224, 4
225, 5
226, 3
227, 7
228, 7
229, 3
230, 6
231, 4
232, 5
233, 9
234, 6
235, 3
236, 8
237, 3
238, 8
239, 4
240, 7
241, 5
242, 5
243, 5
244, 6
245, 5
246, 5
247, 4
248, 6
249, 5
250, 7
251, 6
252, 4
253, 4
254, 7
255, 8
256, 4
257, 6
258, 5
259, 5
260, 6
261, 7
262, 4
263, 5
264, 8
265, 5
266, 4
267, 4
268, 7
269, 4
270, 7
271, 5
272, 5
273, 4
274, 5
275, 3
276, 6
277, 4
278, 3
279, 5
280, 6
281, 4
282, 5
283, 6
284, 7
285, 4
286, 7
287, 3
288, 9
289, 6
290, 4
291, 6
292, 6
293, 5
294, 4
295, 5
296, 4
297, 4
298, 6
299, 3
300, 5
301, 7
302, 6
303, 4
304, 5
305, 3
306, 4
307, 6
308, 6
309, 6
310, 3
311, 5
312, 5
313, 6
314, 9
315, 3
316, 5
317, 6
318, 10
319, 7
320, 9
321, 4
322, 5
323, 4
324, 5
325, 8
326, 5
327, 4
328, 5
329, 6
330, 5
331, 3
332, 4
333, 3
334, 4
335, 9
336, 4
337, 3
338, 4
339, 6
340, 7
341, 7
342, 3
343, 3
344, 7
345, 6
346, 9
347, 3
348, 7
349, 4
350, 10
351, 5
352, 6
353, 5
354, 4
355, 10
356, 7
357, 5
358, 4
359, 3
360, 7
361, 5
362, 6
363, 3
364, 4
365, 4
366, 6
367, 6
368, 5
369, 5
370, 4
371, 6
372, 3
373, 7
374, 3
375, 5
376, 3
377, 3
378, 5
379, 3
380, 4
381, 4
382, 4
383, 6
384, 3
385, 5
386, 4
387, 10
388, 6
389, 4
390, 5
391, 6
392, 3
393, 5
394, 3
395, 3
396, 5
397, 8
398, 6
399, 4
400, 3
401, 6
402, 3
403, 4
404, 3
405, 7
406, 13
407, 7
408, 5
409, 4
410, 4
