Id, Probabilidad
0, 63
1, 60
2, 49
3, 30
4, 49
5, 38
6, 66
7, 37
8, 21
9, 28
10, 32
11, 18
12, 26
13, 34
14, 37
15, 44
16, 22
17, 62
18, 27
19, 16
20, 12
21, 19
22, 14
23, 12
24, 19
25, 12
26, 23
27, 12
28, 11
29, 21
30, 19
31, 16
32, 13
33, 7
34, 17
35, 19
36, 11
37, 7
38, 14
39, 11
40, 15
41, 15
42, 16
43, 9
44, 15
45, 13
46, 13
47, 14
48, 12
49, 8
50, 14
51, 16
52, 8
53, 7
54, 10
55, 4
56, 13
57, 20
58, 10
59, 18
60, 17
61, 27
62, 12
63, 11
64, 18
65, 11
66, 14
67, 9
68, 21
69, 22
70, 9
71, 15
72, 5
73, 6
74, 8
75, 7
76, 15
77, 10
78, 6
79, 13
80, 16
81, 8
82, 9
83, 12
84, 7
85, 8
86, 12
87, 10
88, 10
89, 13
90, 10
91, 5
92, 9
93, 7
94, 7
95, 7
96, 8
97, 15
98, 12
99, 6
100, 8
101, 23
102, 13
103, 6
104, 12
105, 10
106, 8
107, 9
108, 14
109, 6
110, 10
111, 10
112, 4
113, 9
114, 6
115, 12
116, 5
117, 4
118, 7
119, 6
120, 10
121, 8
122, 12
123, 8
124, 4
125, 4
126, 8
127, 6
128, 6
129, 9
130, 6
131, 5
132, 10
133, 9
134, 7
135, 9
136, 8
137, 12
138, 10
139, 5
140, 14
141, 7
142, 6
143, 4
144, 6
145, 6
146, 6
147, 7
148, 5
149, 14
150, 11
151, 5
152, 7
153, 9
154, 4
155, 9
156, 6
157, 12
158, 7
159, 7
160, 7
161, 7
162, 9
163, 5
164, 5
165, 7
166, 5
167, 6
168, 7
169, 8
170, 10
171, 5
172, 6
173, 5
174, 7
175, 5
176, 5
177, 4
178, 6
179, 10
180, 9
181, 5
182, 11
183, 5
184, 5
185, 5
186, 4
187, 8
188, 5
189, 6
190, 7
191, 6
192, 5
193, 7
194, 9
195, 5
196, 6
197, 5
198, 7
199, 5
200, 7
201, 6
202, 9
203, 10
204, 4
205, 7
206, 4
207, 8
208, 6
209, 8
210, 6
211, 6
212, 6
213, 8
214, 4
215, 6
216, 5
217, 5
218, 5
219, 5
220, 10
221, 4
222, 5
223, 4
224, 4
225, 9
226, 8
227, 6
228, 4
229, 5
230, 7
231, 6
232, 6
233, 7
234, 8
235, 7
236, 4
237, 6
238, 8
239, 5
240, 5
241, 6
242, 8
243, 4
244, 8
245, 9
246, 5
247, 7
248, 5
249, 4
250, 5
251, 6
252, 6
253, 10
254, 6
255, 6
256, 5
257, 7
258, 4
259, 6
260, 4
261, 4
262, 6
263, 7
264, 6
265, 5
266, 9
267, 8
268, 6
269, 4
270, 6
271, 4
272, 4
273, 5
274, 4
275, 7
276, 5
277, 5
278, 6
279, 5
280, 4
281, 6
282, 5
283, 6
284, 4
285, 5
286, 7
287, 5
288, 5
289, 4
290, 6
291, 6
292, 6
293, 7
294, 5
295, 6
296, 4
297, 5
298, 6
299, 4
300, 4
301, 5
302, 4
303, 5
304, 4
305, 5
306, 5
307, 4
308, 4
309, 5
310, 7
311, 4
312, 4
313, 6
314, 4
315, 5
316, 4
317, 6
318, 7
319, 6
320, 5
321, 5
322, 5
323, 4
324, 6
325, 4
326, 5
327, 6
328, 4
329, 4
330, 5
331, 4
332, 4
333, 6
334, 5
335, 4
336, 5
337, 6
338, 4
339, 5
340, 4
341, 4
342, 7
343, 5
344, 5
345, 4
346, 5
347, 4
348, 9
349, 6
350, 5
351, 7
352, 6
353, 6
354, 4
355, 4
356, 9
357, 4
358, 5
359, 4
360, 4
361, 4
362, 5
363, 5
364, 4
365, 4
366, 5
367, 4
368, 4
369, 5
370, 4
371, 4
372, 4
373, 5
374, 4
375, 4
376, 4
377, 4
378, 4
379, 4
380, 5
381, 4
382, 4
383, 5
384, 5
385, 4
386, 6
387, 4
388, 7
389, 4
390, 4
391, 4
392, 4
393, 5
394, 5
395, 4
396, 4
397, 4
398, 4
399, 4
400, 5
401, 5
402, 4
403, 4
404, 4
405, 5
406, 4
407, 4
408, 4
409, 4
410, 4
411, 7
412, 5
413, 4
414, 4
415, 4
416, 4
417, 4
418, 4
419, 5
420, 4
421, 6
422, 4
423, 4
424, 5
425, 6
426, 4
427, 4
428, 4
429, 4
430, 4
431, 5
432, 4
433, 4
434, 4
435, 5
436, 4
437, 5
438, 4
439, 5
440, 7
441, 4
442, 4
443, 5
444, 5
445, 4
446, 4
447, 4
448, 4
449, 4
450, 4
451, 4
452, 4
453, 4
454, 4
455, 4
456, 4
457, 4
458, 4
459, 4
460, 5
461, 4
462, 4
463, 4
464, 5
465, 4
466, 4
467, 4
468, 5
469, 4
470, 4
471, 4
472, 4
473, 5
474, 4
475, 4
476, 4
477, 4
478, 4
479, 4
480, 4
481, 4
482, 4
483, 5
484, 4
485, 4
486, 5
487, 4
488, 4
489, 4
490, 5
491, 4
492, 4
493, 4
494, 4
495, 4
496, 4
497, 4
498, 4
499, 4
