Id, Probabilidad
0, 22
1, 72
2, 28
3, 38
4, 100
5, 21
6, 28
7, 21
8, 37
9, 19
10, 21
11, 28
12, 24
13, 3
14, 8
15, 10
16, 3
17, 16
18, 10
19, 12
20, 6
21, 36
22, 12
23, 22
24, 4
25, 5
26, 10
27, 8
28, 27
29, 17
30, 24
31, 6
32, 6
33, 6
34, 12
35, 10
36, 5
37, 8
38, 17
39, 16
40, 22
41, 13
42, 10
43, 7
44, 10
45, 9
46, 10
47, 6
48, 5
49, 4
50, 6
51, 5
52, 9
53, 10
54, 12
55, 23
56, 10
57, 5
58, 16
59, 4
60, 9
61, 5
62, 13
63, 12
64, 10
65, 14
66, 13
67, 7
68, 9
69, 9
70, 7
71, 14
72, 4
73, 7
74, 7
75, 9
76, 18
77, 8
78, 3
79, 8
80, 10
81, 7
82, 19
83, 11
84, 6
85, 6
86, 7
87, 3
88, 10
89, 5
90, 18
91, 14
92, 7
93, 8
94, 5
95, 9
96, 6
97, 15
98, 8
99, 12
100, 8
101, 8
102, 14
103, 7
104, 8
105, 5
106, 5
107, 8
108, 5
109, 5
110, 8
111, 4
112, 7
113, 4
114, 8
115, 6
116, 4
117, 10
118, 4
119, 6
120, 9
121, 5
122, 6
123, 5
124, 5
125, 6
126, 7
127, 3
128, 4
129, 3
130, 9
131, 6
132, 5
133, 5
134, 13
135, 6
136, 7
137, 4
138, 10
139, 8
140, 9
141, 3
142, 4
143, 4
144, 4
145, 4
146, 7
147, 5
148, 6
149, 5
150, 4
151, 5
152, 3
153, 5
154, 5
155, 4
156, 6
157, 5
158, 5
159, 4
160, 3
161, 8
162, 3
163, 4
164, 7
165, 8
166, 5
167, 9
168, 7
169, 10
170, 3
171, 3
172, 3
173, 4
174, 4
175, 3
176, 4
177, 4
178, 3
179, 3
180, 6
181, 4
182, 7
183, 5
184, 5
185, 5
186, 4
187, 3
188, 5
189, 4
190, 7
191, 3
192, 3
193, 4
194, 3
195, 5
196, 5
197, 6
198, 3
199, 3
200, 4
201, 3
202, 7
203, 4
204, 6
205, 5
206, 3
207, 6
208, 3
209, 5
210, 6
211, 5
212, 3
213, 3
214, 4
215, 4
216, 7
217, 3
218, 8
219, 7
220, 3
221, 8
222, 5
223, 6
224, 4
225, 5
226, 3
227, 4
228, 6
229, 3
230, 4
231, 3
232, 3
233, 4
234, 4
235, 3
236, 3
237, 4
238, 6
239, 3
240, 7
241, 3
242, 3
243, 7
244, 3
245, 4
246, 9
247, 3
248, 5
249, 3
250, 4
251, 3
252, 5
253, 3
254, 3
255, 5
256, 4
257, 4
258, 3
259, 6
260, 8
261, 4
262, 3
263, 3
264, 4
265, 4
266, 3
267, 3
268, 3
269, 5
270, 4
271, 3
272, 3
273, 4
274, 4
275, 4
276, 3
277, 3
278, 3
279, 3
280, 5
281, 5
282, 3
283, 4
284, 3
285, 5
286, 8
287, 4
288, 3
289, 3
290, 4
291, 3
292, 5
293, 3
294, 4
295, 4
296, 3
297, 5
298, 3
299, 6
300, 3
301, 4
302, 3
303, 6
304, 4
305, 3
306, 4
307, 4
308, 3
309, 5
310, 5
311, 5
312, 3
313, 3
314, 4
315, 5
316, 4
317, 3
318, 11
319, 3
320, 4
321, 3
322, 3
323, 3
324, 4
325, 3
326, 3
327, 3
328, 3
329, 3
330, 3
331, 3
332, 6
333, 4
334, 4
335, 4
336, 6
337, 3
338, 3
339, 4
340, 3
341, 3
342, 3
343, 4
344, 3
345, 3
346, 4
347, 4
348, 3
349, 3
350, 3
351, 3
352, 3
353, 3
354, 4
355, 3
356, 3
357, 3
358, 3
359, 4
360, 3
361, 3
362, 3
363, 3
364, 3
365, 3
366, 4
367, 5
368, 5
369, 3
370, 3
371, 3
372, 3
373, 5
374, 3
375, 3
376, 3
377, 6
378, 3
379, 3
380, 3
381, 3
382, 4
383, 3
384, 3
385, 3
386, 4
387, 3
388, 4
389, 3
390, 3
391, 5
392, 3
393, 4
394, 3
395, 3
396, 3
397, 3
398, 3
399, 3
400, 4
401, 4
402, 3
403, 3
404, 3
405, 3
406, 3
407, 3
408, 3
409, 4
410, 3
411, 4
412, 3
413, 3
414, 3
415, 3
416, 3
417, 3
418, 3
419, 3
420, 4
421, 3
422, 3
423, 3
424, 4
425, 3
426, 3
427, 3
428, 4
429, 3
430, 3
431, 5
432, 3
433, 3
434, 3
435, 4
436, 3
437, 3
438, 4
439, 3
440, 3
441, 3
442, 3
443, 3
444, 3
445, 3
446, 3
447, 3
448, 4
449, 3
450, 3
451, 3
452, 4
453, 3
454, 3
455, 3
456, 3
457, 4
458, 3
459, 4
460, 3
461, 3
462, 3
463, 3
464, 3
465, 3
466, 3
467, 3
468, 3
469, 3
470, 3
471, 3
472, 3
473, 3
474, 3
475, 3
476, 3
477, 3
478, 3
479, 3
480, 3
481, 3
482, 3
483, 3
484, 3
485, 3
486, 3
487, 3
488, 3
489, 3
490, 3
491, 3
492, 3
493, 3
494, 3
495, 3
496, 3
497, 3
498, 3
499, 3
