Id, Probabilidad
0, 66
1, 65
2, 103
3, 58
4, 96
5, 65
6, 74
7, 67
8, 48
9, 35
10, 48
11, 24
12, 25
13, 43
14, 30
15, 17
16, 23
17, 29
18, 55
19, 88
20, 25
21, 31
22, 47
23, 9
24, 39
25, 34
26, 31
27, 10
28, 15
29, 50
30, 31
31, 19
32, 34
33, 13
34, 15
35, 15
36, 27
37, 16
38, 6
39, 18
40, 23
41, 15
42, 20
43, 8
44, 22
45, 48
46, 16
47, 14
48, 32
49, 20
50, 13
51, 20
52, 7
53, 14
54, 17
55, 34
56, 12
57, 20
58, 27
59, 12
60, 15
61, 9
62, 17
63, 8
64, 14
65, 31
66, 12
67, 9
68, 9
69, 11
70, 11
71, 19
72, 15
73, 16
74, 11
75, 19
76, 21
77, 42
78, 16
79, 14
80, 15
81, 21
82, 7
83, 14
84, 10
85, 17
86, 15
87, 7
88, 10
89, 11
90, 25
91, 11
92, 12
93, 11
94, 14
95, 6
96, 10
97, 19
98, 8
99, 19
100, 7
101, 11
102, 21
103, 20
104, 7
105, 8
106, 8
107, 16
108, 8
109, 14
110, 12
111, 8
112, 12
113, 11
114, 12
115, 17
116, 14
117, 13
118, 11
119, 11
120, 12
121, 10
122, 10
123, 17
124, 16
125, 19
126, 9
127, 14
128, 9
129, 6
130, 13
131, 9
132, 9
133, 16
134, 11
135, 10
136, 29
137, 10
138, 10
139, 10
140, 12
141, 15
142, 9
143, 5
144, 6
145, 16
146, 9
147, 11
148, 7
149, 21
150, 18
151, 7
152, 13
153, 14
154, 10
155, 8
156, 10
157, 7
158, 7
159, 8
160, 14
161, 9
162, 13
163, 18
164, 11
165, 7
166, 11
167, 9
168, 8
169, 12
170, 14
171, 8
172, 6
173, 8
174, 9
175, 22
176, 13
177, 15
178, 12
179, 11
180, 5
181, 9
182, 6
183, 8
184, 20
185, 10
186, 7
187, 8
188, 10
189, 8
190, 7
191, 10
192, 9
193, 8
194, 9
195, 6
196, 4
197, 12
198, 7
199, 7
200, 6
201, 6
202, 10
203, 11
204, 6
205, 13
206, 10
207, 10
208, 14
209, 7
210, 6
211, 8
212, 5
213, 11
214, 13
215, 10
216, 10
217, 6
218, 7
219, 6
220, 10
221, 9
222, 11
223, 7
224, 7
225, 4
226, 7
227, 7
228, 4
229, 10
230, 17
231, 6
232, 8
233, 11
234, 18
235, 9
236, 9
237, 11
238, 8
239, 5
240, 12
241, 5
242, 6
243, 7
244, 7
245, 6
246, 9
247, 9
248, 11
249, 5
250, 10
251, 5
252, 6
253, 9
254, 6
255, 7
256, 7
257, 6
258, 6
259, 6
260, 7
261, 5
262, 6
263, 4
264, 10
265, 7
266, 6
267, 8
268, 9
269, 5
270, 9
271, 8
272, 4
273, 9
274, 5
275, 7
276, 7
277, 4
278, 8
279, 5
280, 6
281, 5
282, 14
283, 8
284, 8
285, 7
286, 6
287, 8
288, 6
289, 5
290, 6
291, 5
292, 6
293, 10
294, 4
295, 8
296, 5
297, 5
298, 5
299, 5
300, 6
301, 7
302, 5
303, 5
304, 7
305, 4
306, 6
307, 6
308, 5
309, 6
310, 4
311, 11
312, 11
313, 7
314, 4
315, 4
316, 8
317, 5
318, 10
319, 6
320, 5
321, 8
322, 8
323, 5
324, 6
325, 6
326, 6
327, 5
328, 5
329, 7
330, 8
331, 8
332, 5
333, 10
334, 9
335, 5
336, 6
337, 10
338, 5
339, 8
340, 10
341, 6
342, 5
343, 4
344, 7
345, 6
346, 9
347, 8
348, 7
349, 7
350, 7
351, 10
352, 6
353, 6
354, 6
355, 5
356, 4
357, 5
358, 10
359, 5
360, 10
361, 5
362, 9
363, 4
364, 5
365, 5
366, 6
367, 7
368, 5
369, 6
370, 5
371, 8
372, 5
373, 6
374, 4
375, 4
376, 8
377, 9
378, 5
379, 10
380, 8
381, 6
382, 4
383, 5
384, 8
385, 6
386, 6
387, 5
388, 8
389, 8
390, 5
391, 6
392, 6
393, 4
394, 4
395, 6
396, 4
397, 6
398, 6
399, 4
400, 6
401, 4
402, 5
403, 4
404, 6
405, 5
406, 12
407, 5
408, 4
409, 8
410, 15
411, 7
412, 4
413, 6
414, 5
415, 7
416, 6
417, 10
418, 6
419, 6
420, 6
421, 5
422, 6
423, 5
424, 5
425, 6
426, 6
427, 12
428, 6
429, 4
430, 5
431, 7
432, 12
433, 4
434, 7
435, 4
436, 5
437, 6
438, 6
439, 4
440, 5
441, 4
442, 5
443, 4
444, 5
445, 8
446, 4
447, 5
448, 8
449, 6
450, 4
451, 8
452, 10
453, 5
454, 8
455, 5
456, 5
457, 9
458, 6
459, 8
460, 5
461, 6
462, 7
463, 5
464, 5
465, 5
466, 5
467, 8
468, 10
469, 6
470, 7
471, 5
472, 7
473, 6
474, 5
475, 4
476, 4
477, 6
478, 5
479, 6
480, 4
481, 5
482, 4
483, 7
484, 4
485, 6
486, 5
487, 6
488, 4
489, 5
490, 6
491, 6
492, 5
493, 4
494, 4
495, 7
496, 6
497, 5
498, 5
499, 5
500, 5
501, 6
502, 5
503, 7
504, 6
505, 6
506, 5
507, 11
508, 4
509, 4
510, 6
511, 8
512, 6
513, 6
514, 7
515, 4
516, 8
517, 6
518, 5
519, 6
520, 7
521, 12
522, 4
523, 5
524, 4
525, 4
526, 6
527, 6
528, 4
529, 6
530, 5
531, 5
532, 8
533, 6
534, 5
535, 7
536, 6
537, 8
538, 5
539, 5
540, 7
541, 5
542, 4
543, 4
544, 7
545, 6
546, 7
547, 6
548, 4
549, 5
550, 4
551, 5
552, 5
553, 6
554, 6
555, 5
556, 6
557, 5
558, 5
559, 7
560, 4
561, 4
562, 8
563, 7
564, 6
565, 4
566, 6
567, 6
568, 5
569, 5
570, 4
571, 6
572, 5
573, 4
574, 5
575, 4
576, 6
577, 5
578, 5
579, 4
580, 6
581, 6
582, 5
583, 5
584, 6
585, 4
586, 4
587, 5
588, 5
589, 5
590, 6
591, 4
592, 6
593, 5
594, 4
595, 5
596, 5
597, 6
598, 6
599, 4
600, 6
601, 7
602, 4
603, 9
604, 7
605, 6
606, 4
607, 5
608, 4
609, 6
610, 5
611, 8
612, 5
613, 5
614, 4
615, 4
616, 6
617, 9
618, 6
619, 4
620, 5
621, 5
622, 5
623, 5
624, 5
625, 5
626, 6
627, 5
628, 7
629, 5
630, 6
631, 7
632, 6
633, 4
634, 7
635, 4
636, 5
637, 4
638, 6
639, 4
640, 9
641, 4
642, 4
643, 4
644, 6
645, 7
646, 5
647, 6
648, 4
649, 5
650, 5
651, 6
652, 6
653, 4
654, 5
655, 4
656, 4
657, 5
658, 5
659, 5
660, 4
661, 4
662, 4
663, 5
664, 6
665, 5
666, 5
667, 5
668, 4
669, 4
670, 5
671, 5
672, 4
673, 5
674, 4
675, 5
676, 4
677, 4
678, 4
679, 5
680, 4
681, 6
682, 6
683, 4
684, 4
685, 4
686, 4
687, 4
688, 5
689, 4
690, 4
691, 4
692, 7
693, 4
694, 6
695, 4
696, 4
697, 4
698, 5
699, 5
700, 4
701, 4
702, 5
703, 4
704, 4
705, 4
706, 4
707, 4
708, 4
709, 4
710, 9
711, 5
712, 5
713, 5
714, 5
715, 6
716, 4
717, 5
718, 5
719, 4
720, 4
721, 4
722, 4
723, 5
724, 5
725, 5
726, 4
727, 5
728, 4
729, 5
730, 4
731, 4
732, 4
733, 5
734, 4
735, 4
736, 5
737, 5
738, 4
739, 4
740, 4
741, 4
742, 4
743, 6
744, 4
745, 4
746, 4
747, 5
748, 4
749, 4
750, 5
751, 6
752, 4
753, 7
754, 4
755, 4
756, 8
757, 4
758, 5
759, 4
760, 6
761, 4
762, 5
763, 5
764, 5
765, 5
766, 5
767, 4
768, 6
769, 5
770, 6
771, 4
772, 4
773, 5
774, 4
775, 6
776, 4
777, 4
778, 4
779, 4
780, 4
781, 5
782, 4
783, 4
784, 4
785, 4
786, 4
787, 4
788, 8
789, 4
790, 6
791, 4
792, 5
793, 5
794, 6
795, 5
796, 4
797, 4
798, 5
799, 4
800, 6
801, 8
802, 4
803, 4
804, 4
805, 4
806, 4
807, 4
808, 4
809, 4
810, 4
811, 4
812, 5
813, 5
814, 4
815, 4
816, 4
817, 4
818, 4
819, 5
820, 4
821, 4
822, 4
823, 4
824, 4
825, 4
826, 4
827, 5
828, 4
829, 5
830, 4
831, 4
832, 4
833, 4
834, 4
835, 4
836, 4
837, 4
838, 4
839, 4
840, 4
841, 4
842, 4
843, 5
844, 4
845, 4
846, 4
847, 4
848, 4
849, 5
850, 4
851, 5
852, 4
853, 4
854, 5
855, 4
856, 6
857, 4
858, 5
859, 4
860, 5
861, 4
862, 5
863, 5
864, 4
865, 4
866, 4
867, 4
868, 4
869, 7
870, 4
871, 4
872, 5
873, 5
874, 4
875, 5
876, 4
877, 4
878, 4
879, 4
880, 4
881, 4
882, 4
883, 4
884, 4
885, 4
886, 4
887, 4
888, 5
889, 5
890, 5
891, 4
892, 5
893, 4
894, 4
895, 5
896, 4
897, 4
898, 4
899, 4
900, 4
901, 4
902, 4
903, 4
904, 5
905, 4
906, 4
907, 4
908, 4
909, 4
910, 4
911, 4
912, 5
913, 4
914, 5
915, 4
916, 6
917, 4
918, 5
919, 4
920, 4
921, 4
922, 4
923, 4
924, 4
925, 4
926, 4
927, 4
928, 4
929, 4
930, 4
931, 4
932, 4
933, 4
934, 4
935, 4
936, 4
937, 4
938, 4
939, 5
940, 4
941, 4
942, 4
943, 4
944, 4
945, 4
946, 4
947, 4
948, 4
949, 4
950, 4
951, 4
952, 4
953, 4
954, 4
955, 4
956, 4
957, 4
958, 4
959, 4
960, 4
961, 4
962, 4
963, 5
964, 5
965, 4
966, 4
967, 4
968, 4
969, 5
970, 4
971, 4
972, 4
973, 4
974, 4
975, 4
976, 4
977, 4
978, 4
979, 4
980, 4
981, 4
982, 4
983, 4
984, 4
985, 4
986, 4
987, 4
988, 4
989, 4
990, 4
991, 4
992, 4
993, 4
994, 4
995, 4
996, 4
997, 4
998, 4
999, 4
