Juego,R1, P1, R2, P2, R3, P3, R4, P4, R5, P5, R6, P6, R7, P7, R8, P8, R9, P9, R10, P10
376, 368, 1.0, 95355, 1.0, 23055, 1.0, 3208, 1.0, 92188, 1.0, 9408, 1.0, 101665, 1.0, 209357, 1.0, 66682, 1.0, 51811, 1.0, 
8174, 376, 1.0, 368, 1.0, 95355, 1.0, 23055, 1.0, 3208, 1.0, 92188, 1.0, 9408, 1.0, 101665, 1.0, 209357, 1.0, 66682, 1.0, 
36235, 8174, 1.0, 376, 1.0, 368, 1.0, 95355, 1.0, 23055, 1.0, 3208, 1.0, 92188, 1.0, 9408, 1.0, 101665, 1.0, 209357, 1.0, 
139582, 138788, 1.0, 45315, 1.0, 102548, 1.0, 36235, 1.0, 8174, 1.0, 376, 1.0, 368, 1.0, 95355, 1.0, 23055, 1.0, 3208, 1.0, 
139583, 139582, 1.0, 138788, 1.0, 45315, 1.0, 102548, 1.0, 36235, 1.0, 8174, 1.0, 376, 1.0, 368, 1.0, 95355, 1.0, 23055, 1.0, 
12995, 139583, 1.0, 139582, 1.0, 138788, 1.0, 45315, 1.0, 102548, 1.0, 36235, 1.0, 8174, 1.0, 376, 1.0, 368, 1.0, 95355, 1.0, 
236272, 85250, 1.0, 2346, 1.0, 12995, 1.0, 139583, 1.0, 139582, 1.0, 138788, 1.0, 45315, 1.0, 102548, 1.0, 36235, 1.0, 8174, 1.0, 
11542, 236272, 1.0, 85250, 1.0, 2346, 1.0, 12995, 1.0, 139583, 1.0, 139582, 1.0, 138788, 1.0, 45315, 1.0, 102548, 1.0, 36235, 1.0, 
205185, 58421, 1.0, 113636, 1.0, 11542, 1.0, 236272, 1.0, 85250, 1.0, 2346, 1.0, 12995, 1.0, 139583, 1.0, 139582, 1.0, 138788, 1.0, 
214211, 205185, 1.0, 58421, 1.0, 113636, 1.0, 11542, 1.0, 236272, 1.0, 85250, 1.0, 2346, 1.0, 12995, 1.0, 139583, 1.0, 139582, 1.0, 
30102, 177197, 1.0, 214211, 1.0, 205185, 1.0, 58421, 1.0, 113636, 1.0, 11542, 1.0, 236272, 1.0, 85250, 1.0, 2346, 1.0, 12995, 1.0, 
19526, 30102, 1.0, 177197, 1.0, 214211, 1.0, 205185, 1.0, 58421, 1.0, 113636, 1.0, 11542, 1.0, 236272, 1.0, 85250, 1.0, 2346, 1.0, 
158882, 403, 1.0, 19526, 1.0, 30102, 1.0, 177197, 1.0, 214211, 1.0, 205185, 1.0, 58421, 1.0, 113636, 1.0, 11542, 1.0, 236272, 1.0, 
18931, 136313, 1.0, 86780, 1.0, 68425, 1.0, 158882, 1.0, 403, 1.0, 19526, 1.0, 30102, 1.0, 177197, 1.0, 214211, 1.0, 205185, 1.0, 
39704, 18931, 1.0, 136313, 1.0, 86780, 1.0, 68425, 1.0, 158882, 1.0, 403, 1.0, 19526, 1.0, 30102, 1.0, 177197, 1.0, 214211, 1.0, 
175621, 127312, 1.0, 33160, 1.0, 39704, 1.0, 18931, 1.0, 136313, 1.0, 86780, 1.0, 68425, 1.0, 158882, 1.0, 403, 1.0, 19526, 1.0, 
185249, 175621, 1.0, 127312, 1.0, 33160, 1.0, 39704, 1.0, 18931, 1.0, 136313, 1.0, 86780, 1.0, 68425, 1.0, 158882, 1.0, 403, 1.0, 
172325, 185249, 1.0, 175621, 1.0, 127312, 1.0, 33160, 1.0, 39704, 1.0, 18931, 1.0, 136313, 1.0, 86780, 1.0, 68425, 1.0, 158882, 1.0, 
25246, 172325, 1.0, 185249, 1.0, 175621, 1.0, 127312, 1.0, 33160, 1.0, 39704, 1.0, 18931, 1.0, 136313, 1.0, 86780, 1.0, 68425, 1.0, 
142379, 25246, 1.0, 172325, 1.0, 185249, 1.0, 175621, 1.0, 127312, 1.0, 33160, 1.0, 39704, 1.0, 18931, 1.0, 136313, 1.0, 86780, 1.0, 
67542, 142379, 1.0, 25246, 1.0, 172325, 1.0, 185249, 1.0, 175621, 1.0, 127312, 1.0, 33160, 1.0, 39704, 1.0, 18931, 1.0, 136313, 1.0, 
177801, 67542, 1.0, 142379, 1.0, 25246, 1.0, 172325, 1.0, 185249, 1.0, 175621, 1.0, 127312, 1.0, 33160, 1.0, 39704, 1.0, 18931, 1.0, 
1159, 19419, 1.0, 177801, 1.0, 67542, 1.0, 142379, 1.0, 25246, 1.0, 172325, 1.0, 185249, 1.0, 175621, 1.0, 127312, 1.0, 33160, 1.0, 
176173, 155703, 1.0, 107255, 1.0, 1159, 1.0, 19419, 1.0, 177801, 1.0, 67542, 1.0, 142379, 1.0, 25246, 1.0, 172325, 1.0, 185249, 1.0, 
181592, 176173, 1.0, 155703, 1.0, 107255, 1.0, 1159, 1.0, 19419, 1.0, 177801, 1.0, 67542, 1.0, 142379, 1.0, 25246, 1.0, 172325, 1.0, 
163976, 181592, 1.0, 176173, 1.0, 155703, 1.0, 107255, 1.0, 1159, 1.0, 19419, 1.0, 177801, 1.0, 67542, 1.0, 142379, 1.0, 25246, 1.0, 
188989, 163976, 1.0, 181592, 1.0, 176173, 1.0, 155703, 1.0, 107255, 1.0, 1159, 1.0, 19419, 1.0, 177801, 1.0, 67542, 1.0, 142379, 1.0, 
22947, 188989, 1.0, 163976, 1.0, 181592, 1.0, 176173, 1.0, 155703, 1.0, 107255, 1.0, 1159, 1.0, 19419, 1.0, 177801, 1.0, 67542, 1.0, 
24417, 22947, 1.0, 188989, 1.0, 163976, 1.0, 181592, 1.0, 176173, 1.0, 155703, 1.0, 107255, 1.0, 1159, 1.0, 19419, 1.0, 177801, 1.0, 
56949, 24417, 1.0, 22947, 1.0, 188989, 1.0, 163976, 1.0, 181592, 1.0, 176173, 1.0, 155703, 1.0, 107255, 1.0, 1159, 1.0, 19419, 1.0, 
252523, 183284, 1.0, 56949, 1.0, 24417, 1.0, 22947, 1.0, 188989, 1.0, 163976, 1.0, 181592, 1.0, 176173, 1.0, 155703, 1.0, 107255, 1.0, 
192059, 252523, 1.0, 183284, 1.0, 56949, 1.0, 24417, 1.0, 22947, 1.0, 188989, 1.0, 163976, 1.0, 181592, 1.0, 176173, 1.0, 155703, 1.0, 
7976, 192059, 1.0, 252523, 1.0, 183284, 1.0, 56949, 1.0, 24417, 1.0, 22947, 1.0, 188989, 1.0, 163976, 1.0, 181592, 1.0, 176173, 1.0, 
145645, 7976, 1.0, 192059, 1.0, 252523, 1.0, 183284, 1.0, 56949, 1.0, 24417, 1.0, 22947, 1.0, 188989, 1.0, 163976, 1.0, 181592, 1.0, 
188988, 160744, 1.0, 145645, 1.0, 7976, 1.0, 192059, 1.0, 252523, 1.0, 183284, 1.0, 56949, 1.0, 24417, 1.0, 22947, 1.0, 188989, 1.0, 
35497, 188988, 1.0, 160744, 1.0, 145645, 1.0, 7976, 1.0, 192059, 1.0, 252523, 1.0, 183284, 1.0, 56949, 1.0, 24417, 1.0, 22947, 1.0, 
236902, 177736, 1.0, 35497, 1.0, 188988, 1.0, 160744, 1.0, 145645, 1.0, 7976, 1.0, 192059, 1.0, 252523, 1.0, 183284, 1.0, 56949, 1.0, 
84869, 236902, 1.0, 177736, 1.0, 35497, 1.0, 188988, 1.0, 160744, 1.0, 145645, 1.0, 7976, 1.0, 192059, 1.0, 252523, 1.0, 183284, 1.0, 
19435, 84869, 1.0, 236902, 1.0, 177736, 1.0, 35497, 1.0, 188988, 1.0, 160744, 1.0, 145645, 1.0, 7976, 1.0, 192059, 1.0, 252523, 1.0, 
104627, 19435, 1.0, 84869, 1.0, 236902, 1.0, 177736, 1.0, 35497, 1.0, 188988, 1.0, 160744, 1.0, 145645, 1.0, 7976, 1.0, 192059, 1.0, 
8017, 104627, 1.0, 19435, 1.0, 84869, 1.0, 236902, 1.0, 177736, 1.0, 35497, 1.0, 188988, 1.0, 160744, 1.0, 145645, 1.0, 7976, 1.0, 
231991, 40628, 1.0, 159675, 1.0, 79828, 1.0, 8017, 1.0, 104627, 1.0, 19435, 1.0, 84869, 1.0, 236902, 1.0, 177736, 1.0, 35497, 1.0, 
4370, 231991, 1.0, 40628, 1.0, 159675, 1.0, 79828, 1.0, 8017, 1.0, 104627, 1.0, 19435, 1.0, 84869, 1.0, 236902, 1.0, 177736, 1.0, 
40393, 4370, 1.0, 231991, 1.0, 40628, 1.0, 159675, 1.0, 79828, 1.0, 8017, 1.0, 104627, 1.0, 19435, 1.0, 84869, 1.0, 236902, 1.0, 
57362, 40393, 1.0, 4370, 1.0, 231991, 1.0, 40628, 1.0, 159675, 1.0, 79828, 1.0, 8017, 1.0, 104627, 1.0, 19435, 1.0, 84869, 1.0, 
223215, 169124, 1.0, 157354, 1.0, 57362, 1.0, 40393, 1.0, 4370, 1.0, 231991, 1.0, 40628, 1.0, 159675, 1.0, 79828, 1.0, 8017, 1.0, 
81640, 223215, 1.0, 169124, 1.0, 157354, 1.0, 57362, 1.0, 40393, 1.0, 4370, 1.0, 231991, 1.0, 40628, 1.0, 159675, 1.0, 79828, 1.0, 
22698, 81640, 1.0, 223215, 1.0, 169124, 1.0, 157354, 1.0, 57362, 1.0, 40393, 1.0, 4370, 1.0, 231991, 1.0, 40628, 1.0, 159675, 1.0, 
144567, 175914, 1.0, 22698, 1.0, 81640, 1.0, 223215, 1.0, 169124, 1.0, 157354, 1.0, 57362, 1.0, 40393, 1.0, 4370, 1.0, 231991, 1.0, 
143468, 144567, 1.0, 175914, 1.0, 22698, 1.0, 81640, 1.0, 223215, 1.0, 169124, 1.0, 157354, 1.0, 57362, 1.0, 40393, 1.0, 4370, 1.0, 
177937, 143468, 1.0, 144567, 1.0, 175914, 1.0, 22698, 1.0, 81640, 1.0, 223215, 1.0, 169124, 1.0, 157354, 1.0, 57362, 1.0, 40393, 1.0, 
140663, 177937, 1.0, 143468, 1.0, 144567, 1.0, 175914, 1.0, 22698, 1.0, 81640, 1.0, 223215, 1.0, 169124, 1.0, 157354, 1.0, 57362, 1.0, 
189883, 140663, 1.0, 177937, 1.0, 143468, 1.0, 144567, 1.0, 175914, 1.0, 22698, 1.0, 81640, 1.0, 223215, 1.0, 169124, 1.0, 157354, 1.0, 
114871, 189883, 1.0, 140663, 1.0, 177937, 1.0, 143468, 1.0, 144567, 1.0, 175914, 1.0, 22698, 1.0, 81640, 1.0, 223215, 1.0, 169124, 1.0, 
127242, 114871, 1.0, 189883, 1.0, 140663, 1.0, 177937, 1.0, 143468, 1.0, 144567, 1.0, 175914, 1.0, 22698, 1.0, 81640, 1.0, 223215, 1.0, 
173, 127242, 1.0, 114871, 1.0, 189883, 1.0, 140663, 1.0, 177937, 1.0, 143468, 1.0, 144567, 1.0, 175914, 1.0, 22698, 1.0, 81640, 1.0, 
4943, 173, 1.0, 127242, 1.0, 114871, 1.0, 189883, 1.0, 140663, 1.0, 177937, 1.0, 143468, 1.0, 144567, 1.0, 175914, 1.0, 22698, 1.0, 
108991, 4943, 1.0, 173, 1.0, 127242, 1.0, 114871, 1.0, 189883, 1.0, 140663, 1.0, 177937, 1.0, 143468, 1.0, 144567, 1.0, 175914, 1.0, 
133842, 108991, 1.0, 4943, 1.0, 173, 1.0, 127242, 1.0, 114871, 1.0, 189883, 1.0, 140663, 1.0, 177937, 1.0, 143468, 1.0, 144567, 1.0, 
85925, 66188, 1.0, 133842, 1.0, 108991, 1.0, 4943, 1.0, 173, 1.0, 127242, 1.0, 114871, 1.0, 189883, 1.0, 140663, 1.0, 177937, 1.0, 
148289, 85925, 1.0, 66188, 1.0, 133842, 1.0, 108991, 1.0, 4943, 1.0, 173, 1.0, 127242, 1.0, 114871, 1.0, 189883, 1.0, 140663, 1.0, 
86048, 148289, 1.0, 85925, 1.0, 66188, 1.0, 133842, 1.0, 108991, 1.0, 4943, 1.0, 173, 1.0, 127242, 1.0, 114871, 1.0, 189883, 1.0, 
17025, 43570, 1.0, 19624, 1.0, 86048, 1.0, 148289, 1.0, 85925, 1.0, 66188, 1.0, 133842, 1.0, 108991, 1.0, 4943, 1.0, 173, 1.0, 
16144, 17025, 1.0, 43570, 1.0, 19624, 1.0, 86048, 1.0, 148289, 1.0, 85925, 1.0, 66188, 1.0, 133842, 1.0, 108991, 1.0, 4943, 1.0, 
131458, 197443, 1.0, 16144, 1.0, 17025, 1.0, 43570, 1.0, 19624, 1.0, 86048, 1.0, 148289, 1.0, 85925, 1.0, 66188, 1.0, 133842, 1.0, 
6472, 193148, 1.0, 125153, 1.0, 131458, 1.0, 197443, 1.0, 16144, 1.0, 17025, 1.0, 43570, 1.0, 19624, 1.0, 86048, 1.0, 148289, 1.0, 
12188, 6472, 1.0, 193148, 1.0, 125153, 1.0, 131458, 1.0, 197443, 1.0, 16144, 1.0, 17025, 1.0, 43570, 1.0, 19624, 1.0, 86048, 1.0, 
89319, 12188, 1.0, 6472, 1.0, 193148, 1.0, 125153, 1.0, 131458, 1.0, 197443, 1.0, 16144, 1.0, 17025, 1.0, 43570, 1.0, 19624, 1.0, 
2542, 89319, 1.0, 12188, 1.0, 6472, 1.0, 193148, 1.0, 125153, 1.0, 131458, 1.0, 197443, 1.0, 16144, 1.0, 17025, 1.0, 43570, 1.0, 
886, 2542, 1.0, 89319, 1.0, 12188, 1.0, 6472, 1.0, 193148, 1.0, 125153, 1.0, 131458, 1.0, 197443, 1.0, 16144, 1.0, 17025, 1.0, 
51250, 886, 1.0, 2542, 1.0, 89319, 1.0, 12188, 1.0, 6472, 1.0, 193148, 1.0, 125153, 1.0, 131458, 1.0, 197443, 1.0, 16144, 1.0, 
158915, 51250, 1.0, 886, 1.0, 2542, 1.0, 89319, 1.0, 12188, 1.0, 6472, 1.0, 193148, 1.0, 125153, 1.0, 131458, 1.0, 197443, 1.0, 
1533, 158915, 1.0, 51250, 1.0, 886, 1.0, 2542, 1.0, 89319, 1.0, 12188, 1.0, 6472, 1.0, 193148, 1.0, 125153, 1.0, 131458, 1.0, 
33414, 1533, 1.0, 158915, 1.0, 51250, 1.0, 886, 1.0, 2542, 1.0, 89319, 1.0, 12188, 1.0, 6472, 1.0, 193148, 1.0, 125153, 1.0, 
38862, 33414, 1.0, 1533, 1.0, 158915, 1.0, 51250, 1.0, 886, 1.0, 2542, 1.0, 89319, 1.0, 12188, 1.0, 6472, 1.0, 193148, 1.0, 
40681, 38862, 1.0, 33414, 1.0, 1533, 1.0, 158915, 1.0, 51250, 1.0, 886, 1.0, 2542, 1.0, 89319, 1.0, 12188, 1.0, 6472, 1.0, 
145399, 128271, 1.0, 40681, 1.0, 38862, 1.0, 33414, 1.0, 1533, 1.0, 158915, 1.0, 51250, 1.0, 886, 1.0, 2542, 1.0, 89319, 1.0, 
175363, 527, 1.0, 145399, 1.0, 128271, 1.0, 40681, 1.0, 38862, 1.0, 33414, 1.0, 1533, 1.0, 158915, 1.0, 51250, 1.0, 886, 1.0, 
38309, 9216, 1.0, 19857, 1.0, 66362, 1.0, 143693, 1.0, 175363, 1.0, 527, 1.0, 145399, 1.0, 128271, 1.0, 40681, 1.0, 38862, 1.0, 
12632, 38309, 1.0, 9216, 1.0, 19857, 1.0, 66362, 1.0, 143693, 1.0, 175363, 1.0, 527, 1.0, 145399, 1.0, 128271, 1.0, 40681, 1.0, 
141467, 12632, 1.0, 38309, 1.0, 9216, 1.0, 19857, 1.0, 66362, 1.0, 143693, 1.0, 175363, 1.0, 527, 1.0, 145399, 1.0, 128271, 1.0, 
8548, 141467, 1.0, 12632, 1.0, 38309, 1.0, 9216, 1.0, 19857, 1.0, 66362, 1.0, 143693, 1.0, 175363, 1.0, 527, 1.0, 145399, 1.0, 
97287, 22198, 1.0, 146886, 1.0, 93, 1.0, 8548, 1.0, 141467, 1.0, 12632, 1.0, 38309, 1.0, 9216, 1.0, 19857, 1.0, 66362, 1.0, 
111341, 193738, 1.0, 97287, 1.0, 22198, 1.0, 146886, 1.0, 93, 1.0, 8548, 1.0, 141467, 1.0, 12632, 1.0, 38309, 1.0, 9216, 1.0, 
41323, 111341, 1.0, 193738, 1.0, 97287, 1.0, 22198, 1.0, 146886, 1.0, 93, 1.0, 8548, 1.0, 141467, 1.0, 12632, 1.0, 38309, 1.0, 
20615, 41323, 1.0, 111341, 1.0, 193738, 1.0, 97287, 1.0, 22198, 1.0, 146886, 1.0, 93, 1.0, 8548, 1.0, 141467, 1.0, 12632, 1.0, 
156501, 20615, 1.0, 41323, 1.0, 111341, 1.0, 193738, 1.0, 97287, 1.0, 22198, 1.0, 146886, 1.0, 93, 1.0, 8548, 1.0, 141467, 1.0, 
38765, 156501, 1.0, 20615, 1.0, 41323, 1.0, 111341, 1.0, 193738, 1.0, 97287, 1.0, 22198, 1.0, 146886, 1.0, 93, 1.0, 8548, 1.0, 
132501, 38765, 1.0, 156501, 1.0, 20615, 1.0, 41323, 1.0, 111341, 1.0, 193738, 1.0, 97287, 1.0, 22198, 1.0, 146886, 1.0, 93, 1.0, 
23053, 132501, 1.0, 38765, 1.0, 156501, 1.0, 20615, 1.0, 41323, 1.0, 111341, 1.0, 193738, 1.0, 97287, 1.0, 22198, 1.0, 146886, 1.0, 
10527, 6351, 1.0, 134711, 1.0, 250458, 1.0, 2379, 1.0, 23053, 1.0, 132501, 1.0, 38765, 1.0, 156501, 1.0, 20615, 1.0, 41323, 1.0, 
200853, 10527, 1.0, 6351, 1.0, 134711, 1.0, 250458, 1.0, 2379, 1.0, 23053, 1.0, 132501, 1.0, 38765, 1.0, 156501, 1.0, 20615, 1.0, 
37628, 19100, 1.0, 200853, 1.0, 10527, 1.0, 6351, 1.0, 134711, 1.0, 250458, 1.0, 2379, 1.0, 23053, 1.0, 132501, 1.0, 38765, 1.0, 
348, 98778, 1.0, 30381, 1.0, 37628, 1.0, 19100, 1.0, 200853, 1.0, 10527, 1.0, 6351, 1.0, 134711, 1.0, 250458, 1.0, 2379, 1.0, 
147999, 348, 1.0, 98778, 1.0, 30381, 1.0, 37628, 1.0, 19100, 1.0, 200853, 1.0, 10527, 1.0, 6351, 1.0, 134711, 1.0, 250458, 1.0, 
83404, 43015, 1.0, 34707, 1.0, 147999, 1.0, 348, 1.0, 98778, 1.0, 30381, 1.0, 37628, 1.0, 19100, 1.0, 200853, 1.0, 10527, 1.0, 
19363, 223750, 1.0, 156138, 1.0, 83404, 1.0, 43015, 1.0, 34707, 1.0, 147999, 1.0, 348, 1.0, 98778, 1.0, 30381, 1.0, 37628, 1.0, 
40387, 35677, 1.0, 19363, 1.0, 223750, 1.0, 156138, 1.0, 83404, 1.0, 43015, 1.0, 34707, 1.0, 147999, 1.0, 348, 1.0, 98778, 1.0, 
65996, 40387, 1.0, 35677, 1.0, 19363, 1.0, 223750, 1.0, 156138, 1.0, 83404, 1.0, 43015, 1.0, 34707, 1.0, 147999, 1.0, 348, 1.0, 
104164, 227789, 1.0, 129051, 1.0, 65996, 1.0, 40387, 1.0, 35677, 1.0, 19363, 1.0, 223750, 1.0, 156138, 1.0, 83404, 1.0, 43015, 1.0, 
128658, 104164, 1.0, 227789, 1.0, 129051, 1.0, 65996, 1.0, 40387, 1.0, 35677, 1.0, 19363, 1.0, 223750, 1.0, 156138, 1.0, 83404, 1.0, 
130995, 128658, 1.0, 104164, 1.0, 227789, 1.0, 129051, 1.0, 65996, 1.0, 40387, 1.0, 35677, 1.0, 19363, 1.0, 223750, 1.0, 156138, 1.0, 
25224, 130995, 1.0, 128658, 1.0, 104164, 1.0, 227789, 1.0, 129051, 1.0, 65996, 1.0, 40387, 1.0, 35677, 1.0, 19363, 1.0, 223750, 1.0, 
47055, 25224, 1.0, 130995, 1.0, 128658, 1.0, 104164, 1.0, 227789, 1.0, 129051, 1.0, 65996, 1.0, 40387, 1.0, 35677, 1.0, 19363, 1.0, 
125640, 47055, 1.0, 25224, 1.0, 130995, 1.0, 128658, 1.0, 104164, 1.0, 227789, 1.0, 129051, 1.0, 65996, 1.0, 40387, 1.0, 35677, 1.0, 
121715, 125640, 1.0, 47055, 1.0, 25224, 1.0, 130995, 1.0, 128658, 1.0, 104164, 1.0, 227789, 1.0, 129051, 1.0, 65996, 1.0, 40387, 1.0, 
70704, 154597, 1.0, 2655, 1.0, 121715, 1.0, 125640, 1.0, 47055, 1.0, 25224, 1.0, 130995, 1.0, 128658, 1.0, 104164, 1.0, 227789, 1.0, 
30323, 70704, 1.0, 154597, 1.0, 2655, 1.0, 121715, 1.0, 125640, 1.0, 47055, 1.0, 25224, 1.0, 130995, 1.0, 128658, 1.0, 104164, 1.0, 
139666, 30323, 1.0, 70704, 1.0, 154597, 1.0, 2655, 1.0, 121715, 1.0, 125640, 1.0, 47055, 1.0, 25224, 1.0, 130995, 1.0, 128658, 1.0, 
2932, 139666, 1.0, 30323, 1.0, 70704, 1.0, 154597, 1.0, 2655, 1.0, 121715, 1.0, 125640, 1.0, 47055, 1.0, 25224, 1.0, 130995, 1.0, 
73046, 2932, 1.0, 139666, 1.0, 30323, 1.0, 70704, 1.0, 154597, 1.0, 2655, 1.0, 121715, 1.0, 125640, 1.0, 47055, 1.0, 25224, 1.0, 
14634, 26566, 1.0, 904, 1.0, 73046, 1.0, 2932, 1.0, 139666, 1.0, 30323, 1.0, 70704, 1.0, 154597, 1.0, 2655, 1.0, 121715, 1.0, 
342, 14634, 1.0, 26566, 1.0, 904, 1.0, 73046, 1.0, 2932, 1.0, 139666, 1.0, 30323, 1.0, 70704, 1.0, 154597, 1.0, 2655, 1.0, 
61453, 342, 1.0, 14634, 1.0, 26566, 1.0, 904, 1.0, 73046, 1.0, 2932, 1.0, 139666, 1.0, 30323, 1.0, 70704, 1.0, 154597, 1.0, 
200783, 61453, 1.0, 342, 1.0, 14634, 1.0, 26566, 1.0, 904, 1.0, 73046, 1.0, 2932, 1.0, 139666, 1.0, 30323, 1.0, 70704, 1.0, 
32487, 200783, 1.0, 61453, 1.0, 342, 1.0, 14634, 1.0, 26566, 1.0, 904, 1.0, 73046, 1.0, 2932, 1.0, 139666, 1.0, 30323, 1.0, 
153762, 63740, 1.0, 32487, 1.0, 200783, 1.0, 61453, 1.0, 342, 1.0, 14634, 1.0, 26566, 1.0, 904, 1.0, 73046, 1.0, 2932, 1.0, 
2387, 153762, 1.0, 63740, 1.0, 32487, 1.0, 200783, 1.0, 61453, 1.0, 342, 1.0, 14634, 1.0, 26566, 1.0, 904, 1.0, 73046, 1.0, 
18975, 2387, 1.0, 153762, 1.0, 63740, 1.0, 32487, 1.0, 200783, 1.0, 61453, 1.0, 342, 1.0, 14634, 1.0, 26566, 1.0, 904, 1.0, 
214162, 177524, 1.0, 31133, 1.0, 18975, 1.0, 2387, 1.0, 153762, 1.0, 63740, 1.0, 32487, 1.0, 200783, 1.0, 61453, 1.0, 342, 1.0, 
2235, 214162, 1.0, 177524, 1.0, 31133, 1.0, 18975, 1.0, 2387, 1.0, 153762, 1.0, 63740, 1.0, 32487, 1.0, 200783, 1.0, 61453, 1.0, 
21654, 2235, 1.0, 214162, 1.0, 177524, 1.0, 31133, 1.0, 18975, 1.0, 2387, 1.0, 153762, 1.0, 63740, 1.0, 32487, 1.0, 200783, 1.0, 
13780, 21654, 1.0, 2235, 1.0, 214162, 1.0, 177524, 1.0, 31133, 1.0, 18975, 1.0, 2387, 1.0, 153762, 1.0, 63740, 1.0, 32487, 1.0, 
116954, 233678, 1.0, 75476, 1.0, 31594, 1.0, 13780, 1.0, 21654, 1.0, 2235, 1.0, 214162, 1.0, 177524, 1.0, 31133, 1.0, 18975, 1.0, 
2476, 19777, 1.0, 116954, 1.0, 233678, 1.0, 75476, 1.0, 31594, 1.0, 13780, 1.0, 21654, 1.0, 2235, 1.0, 214162, 1.0, 177524, 1.0, 
128451, 2476, 1.0, 19777, 1.0, 116954, 1.0, 233678, 1.0, 75476, 1.0, 31594, 1.0, 13780, 1.0, 21654, 1.0, 2235, 1.0, 214162, 1.0, 
134350, 128451, 1.0, 2476, 1.0, 19777, 1.0, 116954, 1.0, 233678, 1.0, 75476, 1.0, 31594, 1.0, 13780, 1.0, 21654, 1.0, 2235, 1.0, 
1804, 134350, 1.0, 128451, 1.0, 2476, 1.0, 19777, 1.0, 116954, 1.0, 233678, 1.0, 75476, 1.0, 31594, 1.0, 13780, 1.0, 21654, 1.0, 
69316, 1804, 1.0, 134350, 1.0, 128451, 1.0, 2476, 1.0, 19777, 1.0, 116954, 1.0, 233678, 1.0, 75476, 1.0, 31594, 1.0, 13780, 1.0, 
88113, 69316, 1.0, 1804, 1.0, 134350, 1.0, 128451, 1.0, 2476, 1.0, 19777, 1.0, 116954, 1.0, 233678, 1.0, 75476, 1.0, 31594, 1.0, 
161224, 148949, 1.0, 176494, 1.0, 154246, 1.0, 88113, 1.0, 69316, 1.0, 1804, 1.0, 134350, 1.0, 128451, 1.0, 2476, 1.0, 19777, 1.0, 
192779, 161224, 1.0, 148949, 1.0, 176494, 1.0, 154246, 1.0, 88113, 1.0, 69316, 1.0, 1804, 1.0, 134350, 1.0, 128451, 1.0, 2476, 1.0, 
38872, 855, 1.0, 172505, 1.0, 192779, 1.0, 161224, 1.0, 148949, 1.0, 176494, 1.0, 154246, 1.0, 88113, 1.0, 69316, 1.0, 1804, 1.0, 
60127, 38872, 1.0, 855, 1.0, 172505, 1.0, 192779, 1.0, 161224, 1.0, 148949, 1.0, 176494, 1.0, 154246, 1.0, 88113, 1.0, 69316, 1.0, 
68743, 60127, 1.0, 38872, 1.0, 855, 1.0, 172505, 1.0, 192779, 1.0, 161224, 1.0, 148949, 1.0, 176494, 1.0, 154246, 1.0, 88113, 1.0, 
28700, 68743, 1.0, 60127, 1.0, 38872, 1.0, 855, 1.0, 172505, 1.0, 192779, 1.0, 161224, 1.0, 148949, 1.0, 176494, 1.0, 154246, 1.0, 
11821, 28700, 1.0, 68743, 1.0, 60127, 1.0, 38872, 1.0, 855, 1.0, 172505, 1.0, 192779, 1.0, 161224, 1.0, 148949, 1.0, 176494, 1.0, 
25944, 34010, 1.0, 11821, 1.0, 28700, 1.0, 68743, 1.0, 60127, 1.0, 38872, 1.0, 855, 1.0, 172505, 1.0, 192779, 1.0, 161224, 1.0, 
5478, 205597, 1.0, 25944, 1.0, 34010, 1.0, 11821, 1.0, 28700, 1.0, 68743, 1.0, 60127, 1.0, 38872, 1.0, 855, 1.0, 172505, 1.0, 
38545, 394, 1.0, 73761, 1.0, 193042, 1.0, 5478, 1.0, 205597, 1.0, 25944, 1.0, 34010, 1.0, 11821, 1.0, 28700, 1.0, 68743, 1.0, 
153498, 38545, 1.0, 394, 1.0, 73761, 1.0, 193042, 1.0, 5478, 1.0, 205597, 1.0, 25944, 1.0, 34010, 1.0, 11821, 1.0, 28700, 1.0, 
110245, 153498, 1.0, 38545, 1.0, 394, 1.0, 73761, 1.0, 193042, 1.0, 5478, 1.0, 205597, 1.0, 25944, 1.0, 34010, 1.0, 11821, 1.0, 
28738, 110245, 1.0, 153498, 1.0, 38545, 1.0, 394, 1.0, 73761, 1.0, 193042, 1.0, 5478, 1.0, 205597, 1.0, 25944, 1.0, 34010, 1.0, 
25973, 109276, 1.0, 28738, 1.0, 110245, 1.0, 153498, 1.0, 38545, 1.0, 394, 1.0, 73761, 1.0, 193042, 1.0, 5478, 1.0, 205597, 1.0, 
5953, 25973, 1.0, 109276, 1.0, 28738, 1.0, 110245, 1.0, 153498, 1.0, 38545, 1.0, 394, 1.0, 73761, 1.0, 193042, 1.0, 5478, 1.0, 
20829, 5953, 1.0, 25973, 1.0, 109276, 1.0, 28738, 1.0, 110245, 1.0, 153498, 1.0, 38545, 1.0, 394, 1.0, 73761, 1.0, 193042, 1.0, 
212516, 144058, 1.0, 141816, 1.0, 122515, 1.0, 198190, 1.0, 20829, 1.0, 5953, 1.0, 25973, 1.0, 109276, 1.0, 28738, 1.0, 110245, 1.0, 
