Id, Name, Year, MinPlayers, MaxPlayers, MinPlayTime, MaxPlayTime, PlayingTime, NumOwned, Age,
68448, 7 Wonders, 2010, 2, 7, 30, 30, 30, 86894, -1, 
230802, Azul, 2017, 2, 4, 30, 45, 45, 32435, -1, 
167791, Terraforming Mars, 2016, 1, 5, 120, 120, 120, 43632, -1, 
3377, 20 Questions, 1988, 2, 7, 30, 30, 30, 965, -1, 
175878, 504, 2015, 2, 4, 30, 120, 120, 3100, -1, 
180263, The 7th Continent, 2017, 1, 4, 5, 1000, 1000, 15633, -1, 
217, A la carte, 1989, 2, 4, 30, 30, 30, 3820, -1, 
155987, Abyss, 2014, 2, 4, 30, 60, 60, 8961, -1, 
90729, Addict: Le Grand Quiz Interactif, 2008, 2, 4, 45, 45, 45, 12, -1, 
191189, Aeon's End, 2016, 1, 4, 60, 60, 60, 7108, -1, 
118000, Africana, 2012, 2, 4, 60, 60, 60, 1606, -1, 
31260, Agricola, 2007, 1, 5, 30, 150, 150, 66950, -1, 
90419, Airlines Europe, 2011, 2, 5, 75, 75, 75, 7226, -1, 
185343, Anachrony, 2017, 1, 4, 30, 120, 120, 9096, -1, 
19651, Angkor, 2005, 2, 4, 30, 30, 30, 244, -1, 
27117, Animalia, 2006, 2, 6, 15, 15, 15, 705, -1, 
140934, Arboretum, 2015, 2, 4, 30, 30, 30, 9801, -1, 
155068, Arcadia Quest, 2014, 2, 4, 60, 60, 60, 12087, -1, 
162391, Archaeologia, 2014, 2, 4, 40, 40, 40, 153, -1, 
207753, Arena: For the Gods!, 2017, 2, 6, 30, 40, 40, 954, -1, 
205637, Arkham Horror: The Card Game, 2016, 1, 2, 60, 120, 120, 28832, -1, 
40629, Bakong, 2009, 2, 6, 20, 20, 20, 769, -1, 
168681, Beyond Baker Street, 2016, 2, 4, 20, 20, 20, 2663, -1, 
34219, Biblios, 2007, 2, 4, 30, 30, 30, 15908, -1, 
2453, Blokus, 2000, 2, 4, 20, 20, 20, 24856, -1, 
140933, Blueprints, 2013, 2, 4, 30, 30, 30, 7042, -1, 
40214, Bombay, 2009, 2, 5, 45, 45, 45, 1995, -1, 
104376, Bonbons, 2011, 2, 6, 10, 20, 20, 315, -1, 
85005, The Boss, 2010, 2, 4, 40, 40, 40, 2234, -1, 
184921, Bunny Kingdom, 2017, 2, 4, 40, 60, 60, 4873, -1, 
822, Carcassonne, 2000, 2, 5, 30, 45, 45, 116474, -1, 
90305, Cargo Noir, 2011, 2, 5, 30, 90, 90, 3464, -1, 
655, Castle, 2000, 2, 5, 30, 30, 30, 2157, -1, 
13094, Category Game, 1994, 2, 8, 30, 30, 30, 83, -1, 
33088, Chabyrinthe, 2007, 2, 4, 15, 15, 15, 699, -1, 
197376, Charterstone, 2017, 1, 6, 45, 75, 75, 14946, -1, 
246742, Château Aventure, 2018, 2, 10, 30, 30, 30, 242, -1, 
239188, Chronicles of Crime, 2018, 1, 4, 60, 90, 90, 5905, -1, 
240465, CIV: Carta Impera Victoria, 2018, 2, 4, 20, 40, 40, 689, -1, 
201808, Clank!: A Deck-Building Adventure, 2016, 2, 4, 30, 60, 60, 19781, -1, 
147151, Concept, 2013, 4, 12, 40, 40, 40, 17534, -1, 
142432, Continental Express, 2014, 2, 4, 20, 20, 20, 1025, -1, 
15271, Contrario, 2001, 2, 12, 30, 30, 30, 405, -1, 
121987, Crimebox Investigation, 2012, 2, 8, 30, 30, 30, 167, -1, 
166158, Dark Tales, 2014, 2, 4, 30, 30, 30, 1546, -1, 
96713, Deadwood, 2011, 2, 5, 30, 60, 60, 3032, -1, 
104162, Descent: Journeys in the Dark (Second Edition), 2012, 2, 5, 120, 120, 120, 29461, -1, 
143827, Descent: Journeys in the Dark (Second Edition) – The Trollfens, 2013, 2, 5, 60, 60, 60, 5530, -1, 
154600, Desperados of Dice Town, 2014, 2, 4, 25, 25, 25, 1290, -1, 
194594, Dice Forge, 2017, 2, 4, 40, 40, 40, 11960, -1, 
258244, Discover: Lands Unknown, 2018, 1, 4, 60, 120, 120, 1736, -1, 
39856, Dixit, 2008, 3, 6, 30, 30, 30, 53048, -1, 
92499, Djam, 2011, 2, 6, 15, 15, 15, 247, -1, 
129615, Dog Royal, 2012, 2, 6, 45, 45, 45, 391, -1, 
36218, Dominion, 2008, 2, 4, 30, 30, 30, 86011, -1, 
20090, Double Agent, 2005, 2, 2, 20, 20, 20, 440, -1, 
108783, Dr. Shark, 2011, 2, 6, 45, 45, 45, 465, -1, 
161138, Dragon Run, 2014, 2, 5, 15, 15, 15, 638, -1, 
102548, Dungeon Fighter, 2011, 1, 6, 45, 45, 45, 6826, -1, 
97207, Dungeon Petz, 2011, 2, 4, 90, 90, 90, 14089, -1, 
138788, Dungeon Roll, 2013, 1, 4, 15, 15, 15, 13087, -1, 
160081, Dungeon Saga: Dwarf King's Quest, 2015, 2, 5, 30, 120, 120, 2363, -1, 
12995, Dungeon Twister, 2004, 2, 2, 60, 60, 60, 7263, -1, 
22348, Duplik, 2005, 3, 10, 45, 45, 45, 2517, -1, 
163968, Elysium, 2015, 2, 4, 60, 60, 60, 9875, -1, 
127312, Enigma, 2012, 2, 4, 45, 45, 45, 1093, -1, 
155703, Evolution, 2014, 2, 6, 60, 60, 60, 14147, -1, 
203420, Exit: The Game – The Abandoned Cabin, 2016, 1, 6, 60, 120, 120, 8575, -1, 
203427, Fabled Fruit, 2016, 2, 5, 20, 30, 30, 5767, -1, 
232000, Fabled Fruit: The Lime Expansion, 2017, 2, 5, 25, 25, 25, 1133, -1, 
147768, Five Cucumbers, 2013, 2, 6, 25, 25, 25, 1468, -1, 
173784, Five Seals of Magic, 2014, 2, 5, 60, 60, 60, 405, -1, 
199478, Flamme Rouge, 2016, 2, 4, 30, 45, 45, 7483, -1, 
169124, Flick 'em Up!, 2015, 2, 10, 30, 45, 45, 11359, -1, 
65244, Forbidden Island, 2010, 2, 4, 30, 30, 30, 57174, -1, 
37904, Formula D, 2008, 2, 10, 60, 60, 60, 19734, -1, 
66188, Fresco, 2010, 2, 4, 60, 60, 60, 12480, -1, 
128537, Gentlemen Thieves, 2012, 2, 5, 45, 45, 45, 581, -1, 
37046, Ghost Stories, 2008, 1, 4, 60, 60, 60, 22195, -1, 
12692, Gloom, 2005, 2, 5, 60, 60, 60, 22039, -1, 
212042, Gnomes and Associates, 2017, 2, 6, 45, 120, 120, 80, -1, 
193738, Great Western Trail, 2016, 2, 4, 75, 150, 150, 20891, -1, 
199042, Harry Potter: Hogwarts Battle, 2016, 2, 4, 30, 60, 60, 12877, -1, 
223494, Harry Potter: Hogwarts Battle – The Monster Box of Monsters Expansion, 2017, 2, 4, 30, 60, 60, 4293, -1, 
35677, Le Havre, 2008, 1, 5, 30, 150, 150, 24851, -1, 
39086, Helvetiq, 2008, 2, 4, 60, 60, 60, 44, -1, 
130680, iKNOW, 2012, 2, 6, 60, 60, 60, 921, -1, 
191894, Imagine, 2015, 3, 8, 15, 30, 30, 3012, -1, 
155821, Inis, 2016, 2, 4, 60, 90, 90, 10384, -1, 
1245, Isis & Osiris, 2001, 2, 4, 10, 20, 20, 1449, -1, 
176494, Isle of Skye: From Chieftain to King, 2015, 2, 5, 30, 50, 50, 19116, -1, 
28023, Jamaica, 2007, 2, 6, 30, 60, 60, 17753, -1, 
4031, Jungle, 2007, 2, 2, 20, 20, 20, 488, -1, 
394, Kahuna, 1998, 2, 2, 30, 40, 40, 10055, -1, 
38545, Kamisado, 2008, 2, 2, 20, 20, 20, 2258, -1, 
209872, Keltis (with Neue Wege; Neue Ziele), 2012, 2, 4, 30, 30, 30, 152, -1, 
222219, Kero, 2018, 2, 2, 30, 30, 30, 464, -1, 
257501, KeyForge: Call of the Archons, 2018, 2, 2, 15, 45, 45, 6397, -1, 
25448, Khan Tsin, 2006, 2, 2, 30, 30, 30, 65, -1, 
70323, King of Tokyo, 2011, 2, 6, 30, 30, 30, 66551, -1, 
107529, Kingdom Builder, 2011, 2, 4, 45, 45, 45, 20377, -1, 
142325, Kobayakawa, 2013, 3, 6, 15, 15, 15, 2271, -1, 
181810, Kodama: The Tree Spirits, 2016, 2, 5, -1, 40, 40, 7348, -1, 
119472, Konito?, 2012, 2, 12, 30, 30, 30, 245, -1, 
155802, Korrigans, 2014, 2, 5, 45, 45, 45, 614, -1, 
26859, Kragmortha, 2007, 2, 8, 30, 45, 45, 1318, -1, 
27758, Landlord, 2005, 2, 2, 10, 10, 10, 33, -1, 
117959, Las Vegas, 2012, 2, 5, 30, 30, 30, 9229, -1, 
177079, Die Legenden von Andor: Chada & Thorn, 2015, 2, 2, 45, 45, 45, 1936, -1, 
127398, Legends of Andor, 2012, 2, 4, 60, 90, 90, 18709, -1, 
25292, Merchants & Marauders, 2010, 2, 4, 180, 180, 180, 15203, -1, 
155873, Power Grid Deluxe: Europe/North America, 2014, 2, 6, 120, 120, 120, 5241, -1, 
137297, Rise of Augustus, 2013, 2, 6, 30, 30, 30, 8503, -1, 
10096, Splotch!, 1998, 2, 2, 30, 30, 30, 160, -1, 
908, Tally Ho!, 1973, 2, 2, 30, 30, 30, 3500, -1, 
104006, Village, 2011, 2, 4, 60, 90, 90, 21520, -1, 
137095, The Witches: A Discworld Game, 2013, 1, 4, 90, 90, 90, 3013, -1, 
3243, Wooly Bully, 2002, 2, 4, 30, 30, 30, 3480, -1, 
168433, The World of Smog: On Her Majesty's Service, 2015, 2, 4, 60, 60, 60, 1874, -1, 
29355, Würfel Bingo, 2007, 1, 5, 30, 30, 30, 699, -1, 
172818, Above and Below, 2015, 2, 4, 90, 90, 90, 14658, -1, 
10547, Betrayal at House on the Hill, 2004, 3, 6, 60, 60, 60, 44095, -1, 
198452, Betrayal at House on the Hill: Widow's Walk, 2016, 3, 6, 60, -1, 60, 9609, -1, 
178900, Codenames, 2015, 2, 8, 15, 15, 15, 75275, -1, 
181304, Mysterium, 2015, 2, 7, 42, 42, 42, 32592, -1, 
30549, Pandemic, 2015, 2, 4, 45, 45, 45, 116837, -1, 
2511, Sherlock Holmes Consulting Detective, 2016, 1, 8, 60, 120, 120, 25167, -1, 
147020, Star Realms, 2014, 2, 2, 20, 20, 20, 40003, -1, 
182631, Star Realms: Colony Wars, 2015, 2, 2, 20, 20, 20, 9740, -1, 
213460, Unlock! Escape Adventures, 2017, 2, 6, 45, 75, 75, 4733, -1, 
224316, Unlock! The Elite, 2017, 2, 6, 60, 60, 60, 948, -1, 
233867, Welcome To..., 2018, 1, 100, 25, 25, 25, 6062, -1, 
432, 6 nimmt!, 1994, 2, 10, 45, 45, 45, 20160, -1, 
173346, 7 Wonders Duel, 2015, 2, 2, 30, 30, 30, 57935, -1, 
218417, Aeon's End: War Eternal, 2017, 1, 4, 60, 60, 60, 3659, -1, 
22545, Age of Empires III: The Age of Discovery, 2007, 2, 5, 90, 120, 120, 7884, -1, 
119890, Agricola: All Creatures Big and Small, 2012, 2, 2, 30, 30, 30, 15963, -1, 
161970, Alchemists, 2014, 2, 4, 120, 120, 120, 18210, -1, 
118063, Android: Infiltration, 2012, 2, 6, 30, 45, 45, 4665, -1, 
124742, Android: Netrunner, 2012, 2, 2, 45, 45, 45, 37389, -1, 
179803, Arcadia Quest: Inferno, 2017, 2, 4, 60, 120, 120, 5071, -1, 
236457, Architects of the West Kingdom, 2018, 1, 5, 60, 80, 80, 5570, -1, 
144797, Argent: The Consortium, 2015, 2, 5, 60, 150, 150, 3477, -1, 
154825, Arkwright, 2014, 2, 4, 120, 240, 240, 2684, -1, 
69789, Ascension: Deckbuilding Game, 2010, 1, 4, 30, 30, 30, 11083, -1, 
10093, Axis & Allies, 2004, 2, 5, 240, 240, 240, 7145, -1, 
98, Axis & Allies, 1981, 2, 5, 180, 180, 180, 13073, -1, 
35052, Axis & Allies Anniversary Edition, 2008, 2, 6, 360, 360, 360, 3233, -1, 
3955, BANG!, 2002, 4, 7, 20, 40, 40, 26574, -1, 
143741, BANG! The Dice Game, 2013, 3, 8, 15, 15, 15, 23441, -1, 
4149, Barrel of Monkeys, 1965, 1, -1, 10, 10, 10, 597, -1, 
2425, Battleship, 1931, 2, 2, 30, 30, 30, 9996, -1, 
37111, Battlestar Galactica: The Board Game, 2008, 3, 6, 120, 300, 300, 32195, -1, 
165950, Beasty Bar, 2014, 2, 4, 20, 20, 20, 3515, -1, 
50750, Belfort, 2011, 2, 5, 120, 120, 120, 6276, -1, 
168435, Between Two Cities, 2015, 1, 7, 25, 25, 25, 9529, -1, 
7316, Bingo, 1530, 2, 2, 60, 60, 60, 1099, -1, 
10816, Blackjack, 1700, 2, 10, 30, 30, 30, 515, -1, 
212445, Blood Bowl (2016 edition), 2016, 2, 2, 45, 120, 120, 3314, -1, 
712, Blood Bowl (Third Edition), 1994, 2, 2, 180, 180, 180, 5913, -1, 
15985, Blood Bowl: Living Rulebook, 2004, 2, 2, 120, 120, 120, 2987, -1, 
170216, Blood Rage, 2015, 2, 4, 60, 90, 90, 29368, -1, 
1293, Boggle, 1972, 1, 8, 10, 10, 10, 9068, -1, 
11, Bohnanza, 1997, 2, 7, 45, 45, 45, 47158, -1, 
224517, Brass: Birmingham, 2018, 2, 4, 60, 120, 120, 8681, -1, 
28720, Brass: Lancashire, 2007, 2, 4, 60, 120, 120, 18611, -1, 
172081, Burgle Bros., 2015, 1, 4, 45, 90, 90, 9939, -1, 
5048, Candy Land, 1949, 2, 4, 30, 30, 30, 4456, -1, 
171131, Captain Sonar, 2016, 2, 8, 45, 60, 60, 14836, -1, 
84876, The Castles of Burgundy, 2011, 2, 4, 30, 90, 90, 48703, -1, 
155426, Castles of Mad King Ludwig, 2014, 1, 4, 90, 90, 90, 23536, -1, 
13, Catan, 1995, 3, 4, 60, 120, 120, 119825, -1, 
102794, Caverna: The Cave Farmers, 2013, 1, 7, 30, 210, 210, 28906, -1, 
18602, Caylus, 2005, 2, 5, 60, 150, 150, 24603, -1, 
242574, Century: Eastern Wonders, 2018, 2, 4, 30, 45, 45, 5320, -1, 
209685, Century: Spice Road, 2017, 2, 5, 30, 45, 45, 14974, -1, 
218479, Cerebria: The Inside World, 2018, 1, 4, 60, 120, 120, 1453, -1, 
43111, Chaos in the Old World, 2009, 3, 4, 60, 120, 120, 13620, -1, 
2083, Checkers, 1150, 2, 2, 30, 30, 30, 7040, -1, 
171, Chess, 1475, 2, 2, 60, 60, 60, 31910, -1, 
163642, Chimera Station, 2017, 2, 4, 60, 90, 90, 2389, -1, 
47, Chinatown, 1999, 3, 5, 60, 60, 60, 7705, -1, 
5432, Chutes and Ladders, -200, 2, 6, 30, 30, 30, 3348, -1, 
207243, The City of Kings, 2018, 1, 4, 45, 180, 180, 1738, -1, 
216132, Clans of Caledonia, 2017, 1, 4, 30, 120, 120, 10496, -1, 
224037, Codenames Duet, 2017, 2, 4, 15, 30, 30, 14164, -1, 
198773, Codenames: Pictures, 2016, 2, 8, 15, 15, 15, 21126, -1, 
245638, Coimbra, 2018, 2, 4, 60, 90, 90, 4538, -1, 
5782, Coloretto, 2003, 2, 5, 30, 30, 30, 19694, -1, 
124361, Concordia, 2013, 2, 5, 100, 100, 100, 21319, -1, 
2719, Connect Four, 1974, 2, 2, 10, 10, 10, 6793, -1, 
39463, Cosmic Encounter, 2008, 3, 5, 60, 120, 120, 28213, -1, 
187653, Covert, 2016, 2, 4, 45, 90, 90, 2167, -1, 
72225, CO₂, 2012, 1, 5, 120, 120, 120, 4020, -1, 
891, Cranium, 1998, 4, 16, 60, 60, 60, 13310, -1, 
170624, Crusaders: Thy Will Be Done, 2018, 2, 4, 40, 60, 60, 1178, -1, 
54998, Cyclades, 2009, 2, 5, 60, 90, 90, 16070, -1, 
141423, Dead Men Tell No Tales, 2015, 2, 5, 60, 75, 75, 4360, -1, 
150376, Dead of Winter: A Crossroads Game, 2014, 2, 5, 60, 120, 120, 42733, -1, 
23499, Deal or No Deal, 2006, 2, 6, 30, 30, 30, 287, -1, 
156129, Deception: Murder in Hong Kong, 2014, 4, 12, 20, 20, 20, 15464, -1, 
225694, Decrypto, 2018, 3, 8, 15, 45, 45, 5787, -1, 
223321, Detective: A Modern Crime Board Game, 2018, 1, 5, 120, 180, 180, 5102, -1, 
483, Diplomacy, 1959, 2, 7, 360, 360, 360, 17976, -1, 
92828, Dixit: Odyssey, 2011, 3, 12, 30, 30, 30, 17403, -1, 
62219, Dominant Species, 2010, 2, 6, 120, 240, 240, 16212, -1, 
40834, Dominion: Intrigue, 2009, 2, 4, 30, 30, 30, 37973, -1, 
2394, Dominoes, 1500, 2, 10, 30, 30, 30, 9006, -1, 
4888, Don't Break the Ice, 1965, 2, 4, 20, 20, 20, 1171, -1, 
13004, The Downfall of Pompeii, 2004, 2, 4, 45, 45, 45, 7051, -1, 
11147, Ea$y Money, 1988, 2, 4, -1, -1, -1, 335, -1, 
30618, Eat Poop You Cat, 1984, 3, 99, 20, 20, 20, 759, -1, 
72125, Eclipse, 2011, 2, 6, 60, 180, 180, 25015, -1, 
146021, Eldritch Horror, 2013, 1, 8, 120, 240, 240, 33450, -1, 
4122, Electronic Battleship, 1977, 2, 2, 30, 30, 30, 542, -1, 
938, Enchanted Forest, 1981, 2, 6, 30, 60, 60, 4368, -1, 
206718, Ethnos, 2017, 2, 6, 45, 60, 60, 7442, -1, 
199792, Everdell, 2018, 1, 4, 40, 80, 80, 4873, -1, 
215841, Exit: The Game – The Forgotten Island, 2017, 1, 4, 45, 90, 90, 3304, -1, 
215842, Exit: The Game – The Polar Station, 2017, 1, 4, 45, 90, 90, 3446, -1, 
203417, Exit: The Game – The Secret Lab, 2016, 1, 6, 45, 150, 150, 6872, -1, 
135779, A Fake Artist Goes to New York, 2012, 5, 10, 20, 20, 20, 3754, -1, 
159675, Fields of Arle, 2014, 1, 2, 60, 120, 120, 8696, -1, 
157354, Five Tribes, 2014, 2, 4, 40, 80, 80, 31665, -1, 
175914, Food Chain Magnate, 2015, 2, 5, 120, 240, 240, 10955, -1, 
172, For Sale, 1997, 3, 6, 30, 30, 30, 22992, -1, 
136063, Forbidden Desert, 2013, 2, 5, 45, 45, 45, 34355, -1, 
221965, The Fox in the Forest, 2017, 2, 2, 30, 30, 30, 7408, -1, 
220308, Gaia Project, 2017, 1, 4, 60, 150, 150, 9680, -1, 
31481, Galaxy Trucker, 2007, 2, 4, 60, 60, 60, 25931, -1, 
125153, The Gallerist, 2015, 1, 4, 60, 150, 150, 8795, -1, 
2921, The Game of Life, 1960, 2, 6, 60, 60, 60, 12752, -1, 
23964, The Game of Life (40th Anniversary Edition), 1999, 2, 6, 30, 30, 30, 641, -1, 
103343, A Game of Thrones: The Board Game (Second Edition), 2011, 3, 6, 120, 240, 240, 30182, -1, 
39953, A Game of Thrones: The Card Game, 2008, 2, 4, 60, 60, 60, 9402, -1, 
169255, A Game of Thrones: The Card Game (Second Edition), 2015, 2, 4, 60, 120, 120, 6253, -1, 
244522, Ganz schön clever, 2018, 1, 4, 30, 30, 30, 4868, -1, 
246192, Gizmos, 2018, 2, 4, 40, 50, 50, 3119, -1, 
143693, Glass Road, 2013, 1, 4, 20, 80, 80, 9421, -1, 
174430, Gloomhaven, 2017, 1, 4, 60, 120, 120, 35601, -1, 
188, Go, -2200, 2, 2, 30, 180, 180, 17501, -1, 
7682, Go Fish, -2200, 2, 6, 20, 20, 20, 910, -1, 
182874, Grand Austria Hotel, 2015, 2, 4, 60, 120, 120, 9513, -1, 
93, El Grande, 1995, 2, 5, 60, 120, 120, 19916, -1, 
146886, La Granja, 2014, 1, 4, 90, 120, 120, 8679, -1, 
4143, Guess Who?, 1979, 2, 2, 20, 20, 20, 5223, -1, 
98778, Hanabi, 2010, 2, 5, 25, 25, 25, 50174, -1, 
5314, Hangman, 1976, 2, 2, 10, 10, 10, 938, -1, 
43015, Hansa Teutonica, 2009, 2, 5, 45, 90, 90, 9684, -1, 
224272, Hellapagos, 2017, 3, 12, 20, -1, 20, 773, -1, 
17392, Here I Stand, 2006, 2, 6, 180, 360, 360, 4784, -1, 
198994, Hero Realms, 2016, 2, 4, 20, 30, 30, 13297, -1, 
220, High Society, 1995, 3, 5, 15, 30, 30, 7568, -1, 
2655, Hive, 2001, 2, 2, 20, 20, 20, 30967, -1, 
5895, Hungry Hungry Hippos, 1966, 2, 4, 10, 10, 10, 2010, -1, 
191862, Imhotep, 2016, 2, 4, 40, 40, 40, 11289, -1, 
235627, Iquazú, 2017, 2, 4, 50, 50, 50, 461, -1, 
54043, Jaipur, 2009, 2, 2, 30, 30, 30, 36972, -1, 
855, Java, 2000, 2, 4, 120, 120, 120, 4531, -1, 
193739, Jórvík, 2016, 2, 5, 45, 90, 90, 2506, -1, 
193042, Junk Art, 2016, 2, 6, 30, 30, 30, 4811, -1, 
122515, Keyflower, 2012, 2, 6, 90, 120, 120, 18506, -1, 
55690, Kingdom Death: Monster, 2015, 1, 4, 60, 180, 180, 7761, -1, 
204583, Kingdomino, 2016, 2, 4, 15, 20, 20, 29607, -1, 
223953, Kitchen Rush, 2017, 1, 4, 30, 45, 45, 2627, -1, 
112138, Krosmaster: Arena, 2012, 2, 4, 60, 60, 60, 6456, -1, 
1219, Labyrinth, 1986, 2, 4, 20, 20, 20, 14646, -1, 
6546, Labyrinth, 1940, 1, 1, 20, 20, 20, 770, -1, 
160851, Lanterns: The Harvest Festival, 2015, 2, 4, 30, 30, 30, 12554, -1, 
173064, Leaving Earth, 2015, 1, 5, 60, 180, 180, 3108, -1, 
146652, Legendary Encounters: An Alien Deck Building Game, 2014, 1, 5, 30, 60, 60, 12781, -1, 
140620, Lewis & Clark, 2013, 1, 5, 120, 120, 120, 12839, -1, 
125618, Libertalia, 2012, 2, 6, 45, 45, 45, 12680, -1, 
222407, Lignum (second edition), 2017, 2, 4, 90, 120, 120, 962, -1, 
161533, Lisboa, 2017, 1, 4, 60, 120, 120, 6314, -1, 
327, Loopin' Louie, 1992, 2, 4, 10, 10, 10, 8957, -1, 
110327, Lords of Waterdeep, 2012, 2, 5, 60, 120, 120, 45430, -1, 
203993, Lorenzo il Magnifico, 2016, 2, 4, 60, 120, 120, 6489, -1, 
50, Lost Cities, 1999, 2, 2, 30, 30, 30, 41420, -1, 
129622, Love Letter, 2012, 2, 4, 20, 20, 20, 75965, -1, 
196326, Love Letter Premium, 2016, 2, 8, 20, 30, 30, 4823, -1, 
168584, Love Letter: Batman, 2015, 2, 4, 20, 20, 20, 8075, -1, 
95527, Madeira, 2013, 2, 4, 60, 150, 150, 4656, -1, 
96848, Mage Knight Board Game, 2011, 1, 4, 60, 240, 240, 33339, -1, 
101721, Mage Wars Arena, 2012, 2, 2, 90, 90, 90, 11629, -1, 
209778, Magic Maze, 2017, 1, 8, 15, 15, 15, 14270, -1, 
463, Magic: The Gathering, 1993, 2, 2, 20, 20, 20, 29794, -1, 
2093, Mahjong, 1850, 3, 4, 120, 120, 120, 7808, -1, 
205059, Mansions of Madness: Second Edition, 2016, 1, 5, 120, 180, 180, 23744, -1, 
194062, Master of the Galaxy, 2018, 2, 4, 45, 120, 120, 571, -1, 
209010, Mechs vs. Minions, 2016, 2, 4, 60, 90, 90, 16012, -1, 
590, Mille Bornes, 1954, 2, 6, 45, 45, 45, 12490, -1, 
244992, The Mind, 2018, 2, 4, 15, -1, 15, 9670, -1, 
200077, Mint Works, 2017, 1, 4, 10, 20, 20, 7331, -1, 
176920, Mission: Red Planet (Second Edition), 2015, 2, 6, 45, 90, 90, 9360, -1, 
118, Modern Art, 1992, 3, 5, 45, 45, 45, 15839, -1, 
172386, Mombasa, 2015, 2, 4, 75, 150, 150, 10304, -1, 
1406, Monopoly, 1933, 2, 8, 60, 180, 180, 29613, -1, 
1298, Monopoly: Star Wars, 1997, 2, 8, 90, 90, 90, 3512, -1, 
2679, Mouse Trap, 1963, 2, 4, 30, 30, 30, 2887, -1, 
1927, Munchkin, 2001, 3, 6, 60, 120, 120, 59869, -1, 
126792, Myrmes, 2012, 2, 4, 60, 120, 120, 5698, -1, 
66589, Navegador, 2010, 2, 5, 60, 90, 90, 6786, -1, 
217449, NMBR 9, 2017, 1, 4, 20, 20, 20, 4754, -1, 
25554, Notre Dame, 2007, 2, 5, 45, 75, 75, 10885, -1, 
147949, One Night Ultimate Werewolf, 2014, 3, 10, 10, 10, 10, 26355, -1, 
163166, One Night Ultimate Werewolf Daybreak, 2015, 3, 7, 10, 10, 10, 9288, -1, 
3737, Operation, 1965, 1, 6, 10, 10, 10, 4601, -1, 
70149, Ora et Labora, 2011, 1, 4, 60, 180, 180, 10628, -1, 
164928, Orléans, 2014, 2, 4, 90, 90, 90, 17339, -1, 
2136, Pachisi, 400, 2, 6, 30, 30, 30, 5751, -1, 
161936, Pandemic Legacy: Season 1, 2015, 2, 4, 60, 60, 60, 46795, -1, 
221107, Pandemic Legacy: Season 2, 2017, 2, 4, 60, 60, 60, 13718, -1, 
163412, Patchwork, 2014, 2, 2, 15, 30, 30, 45586, -1, 
1797, Pay Day, 1975, 2, 6, 30, 30, 30, 3819, -1, 
218603, Photosynthesis, 2017, 2, 4, 30, 60, 60, 14712, -1, 
24480, The Pillars of the Earth, 2006, 2, 4, 90, 120, 120, 17369, -1, 
38558, Pogs, 1920, 2, -1, -1, 5, 5, 129, -1, 
1115, Poker, 1810, 2, 10, 60, 60, 60, 6516, -1, 
2651, Power Grid, 2004, 2, 6, 120, 120, 120, 56346, -1, 
555, The Princes of Florence, 2000, 2, 5, 75, 100, 100, 14803, -1, 
3076, Puerto Rico, 2002, 3, 5, 90, 150, 150, 63934, -1, 
228341, Pulsar 2849, 2017, 2, 4, 60, 90, 90, 4653, -1, 
681, Quarto, 1991, 2, 2, 20, 20, 20, 7068, -1, 
232043, Queendomino, 2017, 2, 4, 25, 25, 25, 9260, -1, 
624, Quoridor, 1997, 2, 4, 15, 15, 15, 7144, -1, 
28143, Race for the Galaxy, 2007, 2, 4, 30, 60, 60, 47630, -1, 
128882, The Resistance: Avalon, 2012, 5, 10, 30, 30, 30, 30120, -1, 
119591, Rialto, 2013, 2, 5, 45, 45, 45, 4149, -1, 
205896, Rising Sun, 2018, 3, 5, 90, 120, 120, 13963, -1, 
181, Risk, 1959, 2, 6, 120, 120, 120, 38142, -1, 
1829, Risk 2210 A.D., 2001, 2, 5, 240, 240, 240, 10573, -1, 
121921, Robinson Crusoe: Adventures on the Cursed Island, 2012, 1, 4, 60, 120, 120, 38876, -1, 
11863, Rock Paper Scissors, 1968, 2, 2, -1, -1, -1, 20, -1, 
132531, Roll for the Galaxy, 2014, 2, 5, 45, 45, 45, 25793, -1, 
169426, Roll Player, 2016, 1, 4, 60, 90, 90, 9361, -1, 
237182, Root, 2018, 2, 4, 60, 90, 90, 6694, -1, 
15549, Roulette, 1796, 2, 6, 1, 1, 1, 441, -1, 
811, Rummikub, 1977, 2, 4, 60, 60, 60, 18615, -1, 
144733, Russian Railroads, 2013, 2, 4, 90, 120, 120, 12549, -1, 
9220, Saboteur, 2004, 3, 10, 30, 30, 30, 30614, -1, 
199561, Sagrada, 2017, 1, 4, 30, 45, 45, 18885, -1, 
1041, San Marco, 2001, 3, 4, 90, 90, 90, 4157, -1, 
194655, Santorini, 2016, 2, 4, 20, 20, 20, 25331, -1, 
438, Scotland Yard, 1983, 3, 6, 45, 45, 45, 18975, -1, 
320, Scrabble, 1948, 2, 4, 90, 90, 90, 37829, -1, 
169786, Scythe, 2016, 1, 5, 90, 115, 115, 46667, -1, 
108745, Seasons, 2012, 2, 4, 60, 60, 60, 20479, -1, 
24068, Shadow Hunters, 2005, 4, 8, 45, 45, 45, 7736, -1, 
15062, Shadows over Camelot, 2005, 3, 7, 60, 80, 80, 28347, -1, 
157969, Sheriff of Nottingham, 2014, 3, 5, 60, 60, 60, 35070, -1, 
